"","names","Joincount","Expected","Variance","z.value","p","transect"
"1823","sal.mex:dense.u3",0,0.0362976406533575,0.014149971353721,-0.30514103606851,0.760258738344222,5
"1824","sal.mex:ephedra",0.833333333333333,0.595281306715064,0.202238598266246,0.529346273269257,0.596565261199042,5
"1825","sal.mex:eri.coo",0,0.00725952813067151,0.00284888621368674,-0.136010000020996,0.891813375556066,5
"1826","sal.mex:eri.fas",0.541666666666667,0.029038112522686,0.0113388690259194,4.8141312217011,1.47841642064973e-06,5
"1827","sal.mex:lar.tri",0,0.29038112522686,0.106587590799884,-0.889436731647076,0.373768411529171,5
"1828","sal.mex:men.spi",0,0.130671506352087,0.0498347182112579,-0.585349018032992,0.558313061463138,5
"1829","sal.mex:noID",0,0.108892921960073,0.0417414662008183,-0.532986000066039,0.59404327152864,5
"1830","sal.mex:PG",0.333333333333333,0.0362976406533575,0.014149971353721,2.49707081182731,0.0125223947926782,5
"1831","tha.mon:amb.dum",0,0.246823956442831,0.0915629412699701,-0.815694327221478,0.414674984325271,5
"1832","tha.mon:amb.sal",3.85,3.27041742286751,1.11940945361815,0.547798497200817,0.583830270602697,5
"1833","tha.mon:cyl.aca",0,0,0,NA,NA,5
"1834","tha.mon:cyl.ech",0.708333333333333,1.29582577132486,0.467811168274737,-0.85894822790124,0.390369079850534,5
"1835","tha.mon:cyl.ram",2.76666666666667,1.17241379310345,0.424630223365993,2.44653682657134,0.0144236061492171,5
"1836","tha.mon:dense.u3",0,0.308529945553539,0.11427308452314,-0.91269431919585,0.361403332496534,5
"1837","tha.mon:ephedra",4.14166666666667,5.05989110707804,1.64602692735342,-0.715698950616407,0.474177258921693,5
"1838","tha.mon:eri.coo",0.416666666666667,0.0617059891107078,0.0229990905560859,2.34058767112989,0.0192534174340565,5
"1839","tha.mon:eri.fas",0.416666666666667,0.246823956442831,0.0915629412699701,0.561289662665269,0.574600087476834,5
"1840","tha.mon:lar.tri",3.33333333333333,2.46823956442831,0.863618898174906,0.930898038664424,0.351906309183734,5
"1841","tha.mon:men.spi",1.33333333333333,1.11070780399274,0.402931395673026,0.3507190943737,0.725799099157502,5
"1842","tha.mon:noID",1.08333333333333,0.925589836660617,0.337401491639755,0.271567606381806,0.78595450999815,5
"1843","tha.mon:PG",0.5,0.308529945553539,0.11427308452314,0.566407356912719,0.571116894736349,5
"1844","tha.mon:sal.mex",0,0.246823956442831,0.0915629412699701,-0.815694327221478,0.414674984325271,5
"1845","u2:amb.dum",0,0.00725952813067151,0.00284888621368674,-0.136010000020996,0.891813375556066,5
"1846","u2:amb.sal",0,0.0961887477313975,0.0346505849295131,-0.516736317169535,0.60534024044993,5
"1847","u2:cyl.aca",0,0,0,NA,NA,5
"1848","u2:cyl.ech",0,0.0381125226860254,0.0145308978307674,-0.316170591185905,0.751873028492252,5
"1849","u2:cyl.ram",0,0.0344827586206897,0.0131923212364123,-0.300221225305194,0.76400841595121,5
"1850","u2:dense.u3",0,0.00907441016333938,0.00355514481485228,-0.152191275741652,0.879036074759872,5
"1851","u2:ephedra",0,0.148820326678766,0.050774358854531,-0.660450129194132,0.508965011925415,5
"1852","u2:eri.coo",0,0.00181488203266788,0.000715799324775364,-0.0678348328117369,0.945917115039705,5
"1853","u2:eri.fas",0,0.00725952813067151,0.00284888621368674,-0.136010000020996,0.891813375556066,5
"1854","u2:lar.tri",0.833333333333333,0.0725952813067151,0.0267715318871007,4.64941731750834,3.32874090893487e-06,5
"1855","u2:men.spi",0,0.0326678765880218,0.0125194551678811,-0.29196325150121,0.770314721436139,5
"1856","u2:noID",0,0.0272232304900181,0.0104865458768728,-0.265841898406518,0.790360973600865,5
"1857","u2:PG",0,0.00907441016333938,0.00355514481485228,-0.152191275741652,0.879036074759872,5
"1858","u2:sal.mex",0,0.00725952813067151,0.00284888621368674,-0.136010000020996,0.891813375556066,5
"1859","u2:tha.mon",0,0.0617059891107078,0.0229990905560859,-0.406885287524923,0.684092242213497,5
"1860","u3:amb.dum",1.08333333333333,1.69147005444646,0.408484770863696,-0.95150986064019,0.341345615320349,5
"1861","u3:amb.sal",24.075,22.4119782214156,5.24502013928139,0.726146680949802,0.467748854434562,5
"1862","u3:cyl.aca",0,0,0,NA,NA,5
"1863","u3:cyl.ech",10.6416666666667,8.88021778584392,2.12153276453364,1.20933096273785,0.226535719995302,5
"1864","u3:cyl.ram",8.29166666666667,8.03448275862069,1.92193151170697,0.185513208889809,0.852826520885736,5
"1865","u3:dense.u3",1.75,2.11433756805808,0.51028366270426,-0.51003281965311,0.610028469071585,5
"1866","u3:ephedra",28.6083333333333,34.6751361161525,7.96165052294396,-2.15009833143768,0.0315474375794222,5
"1867","u3:eri.coo",0.291666666666667,0.422867513611615,0.10231457324114,-0.410173775253711,0.681678476933451,5
"1868","u3:eri.fas",1.54166666666667,1.69147005444646,0.408484770863696,-0.234387096981872,0.81468447480496,5
"1869","u3:lar.tri",18.5416666666667,16.9147005444646,3.99202505653312,0.814295210890062,0.415475852620122,5
"1870","u3:men.spi",8.44166666666667,7.61161524500907,1.82193750476844,0.614947810804073,0.538589186920752,5
"1871","u3:noID",3.375,6.34301270417423,1.52118196185194,-2.40644074388424,0.0161088170999698,5
"1872","u3:PG",1.33333333333333,2.11433756805808,0.51028366270426,-1.09332066446188,0.274253033010406,5
"1873","u3:sal.mex",0.791666666666667,1.69147005444646,0.408484770863696,-1.40786071024094,0.159172319166039,5
"1874","u3:tha.mon",12.325,14.3774954627949,3.40637117376781,-1.11208048898938,0.266103544850397,5
"1875","u3:u2",0.416666666666667,0.422867513611615,0.10231457324114,-0.019385734622942,0.984533390393204,5
"1876","yuc.sch:amb.dum",0,0.0943738656987296,0.036298735003169,-0.495342965262457,0.620358047248047,5
"1877","yuc.sch:amb.sal",0.833333333333333,1.25045372050817,0.442294656042934,-0.627199308542927,0.530528596425311,5
